"[T]", "'<p>'", "(p0 / |KaiC()|)", "(p1 / |KaiC()|)", "(p2 / |KaiC()|)", "(p3 / |KaiC()|)", "(p4 / |KaiC()|)", "(p5 / |KaiC()|)", "(p6 / |KaiC()|)"
4.6, 0.685792349727, 0., 0.0143442622951, 0.0512295081967, 0.219262295082, 0.331967213115, 0.286885245902, 0.0963114754098
4.7, 0.676571038251, 0., 0.016393442623, 0.0614754098361, 0.217213114754, 0.338114754098, 0.284836065574, 0.0819672131148
4.8, 0.667691256831, 0., 0.0184426229508, 0.0758196721311, 0.213114754098, 0.344262295082, 0.270491803279, 0.077868852459
4.9, 0.661543715847, 0., 0.0184426229508, 0.0799180327869, 0.215163934426, 0.354508196721, 0.264344262295, 0.0676229508197
5., 0.652322404372, 0., 0.0184426229508, 0.0881147540984, 0.229508196721, 0.356557377049, 0.239754098361, 0.0676229508197
5.1, 0.643784153005, 0., 0.0184426229508, 0.0983606557377, 0.239754098361, 0.34631147541, 0.239754098361, 0.0573770491803
5.2, 0.636270491803, 0.00204918032787, 0.016393442623, 0.104508196721, 0.252049180328, 0.338114754098, 0.237704918033, 0.0491803278689
5.3, 0.629098360656, 0.00409836065574, 0.0143442622951, 0.114754098361, 0.254098360656, 0.342213114754, 0.223360655738, 0.047131147541
5.4, 0.621584699454, 0.00409836065574, 0.0184426229508, 0.118852459016, 0.260245901639, 0.340163934426, 0.217213114754, 0.0409836065574
5.5, 0.609289617486, 0.00409836065574, 0.0225409836066, 0.131147540984, 0.260245901639, 0.352459016393, 0.196721311475, 0.0327868852459
5.6, 0.599385245902, 0.00409836065574, 0.0266393442623, 0.137295081967, 0.268442622951, 0.358606557377, 0.174180327869, 0.030737704918
5.7, 0.589480874317, 0.00409836065574, 0.0327868852459, 0.15368852459, 0.266393442623, 0.348360655738, 0.16393442623, 0.030737704918
5.8, 0.578551912568, 0.00409836065574, 0.0430327868852, 0.157786885246, 0.27868852459, 0.334016393443, 0.15368852459, 0.0286885245902
5.9, 0.570355191257, 0.00409836065574, 0.047131147541, 0.165983606557, 0.282786885246, 0.334016393443, 0.137295081967, 0.0286885245902
6., 0.560450819672, 0.00614754098361, 0.0532786885246, 0.168032786885, 0.303278688525, 0.311475409836, 0.129098360656, 0.0286885245902
6.1, 0.552254098361, 0.00614754098361, 0.0532786885246, 0.184426229508, 0.303278688525, 0.30737704918, 0.120901639344, 0.0245901639344
6.2, 0.542691256831, 0.00614754098361, 0.0573770491803, 0.194672131148, 0.311475409836, 0.297131147541, 0.112704918033, 0.0204918032787
6.3, 0.538592896175, 0.00614754098361, 0.0614754098361, 0.196721311475, 0.315573770492, 0.290983606557, 0.108606557377, 0.0204918032787
6.4, 0.531420765027, 0.00614754098361, 0.0635245901639, 0.215163934426, 0.305327868852, 0.290983606557, 0.0983606557377, 0.0204918032787
6.5, 0.525956284153, 0.00614754098361, 0.0676229508197, 0.215163934426, 0.315573770492, 0.284836065574, 0.0922131147541, 0.0184426229508
6.6, 0.51912568306, 0.00819672131148, 0.0758196721311, 0.209016393443, 0.327868852459, 0.276639344262, 0.0840163934426, 0.0184426229508
6.7, 0.509221311475, 0.0143442622951, 0.0799180327869, 0.206967213115, 0.340163934426, 0.270491803279, 0.0696721311475, 0.0184426229508
6.8, 0.502049180328, 0.0143442622951, 0.0860655737705, 0.217213114754, 0.33606557377, 0.264344262295, 0.0655737704918, 0.016393442623
6.9, 0.492144808743, 0.0225409836066, 0.0799180327869, 0.235655737705, 0.327868852459, 0.262295081967, 0.0614754098361, 0.0102459016393
7., 0.482240437158, 0.0266393442623, 0.0860655737705, 0.25, 0.325819672131, 0.237704918033, 0.0635245901639, 0.0102459016393
7.1, 0.479166666667, 0.0245901639344, 0.0901639344262, 0.258196721311, 0.321721311475, 0.233606557377, 0.0614754098361, 0.0102459016393
7.2, 0.473019125683, 0.0266393442623, 0.100409836066, 0.252049180328, 0.331967213115, 0.217213114754, 0.0614754098361, 0.0102459016393
7.3, 0.467896174863, 0.0286885245902, 0.100409836066, 0.260245901639, 0.331967213115, 0.213114754098, 0.0553278688525, 0.0102459016393
7.4, 0.460724043716, 0.0286885245902, 0.112704918033, 0.260245901639, 0.331967213115, 0.204918032787, 0.0532786885246, 0.00819672131148
7.5, 0.456284153005, 0.030737704918, 0.116803278689, 0.262295081967, 0.331967213115, 0.198770491803, 0.0512295081967, 0.00819672131148
7.6, 0.45150273224, 0.0327868852459, 0.120901639344, 0.264344262295, 0.331967213115, 0.194672131148, 0.047131147541, 0.00819672131148
7.7, 0.446721311475, 0.0348360655738, 0.120901639344, 0.27868852459, 0.321721311475, 0.190573770492, 0.0450819672131, 0.00819672131148
7.8, 0.438524590164, 0.0409836065574, 0.131147540984, 0.274590163934, 0.321721311475, 0.180327868852, 0.0430327868852, 0.00819672131148
7.9, 0.434767759563, 0.0409836065574, 0.135245901639, 0.282786885246, 0.315573770492, 0.174180327869, 0.0430327868852, 0.00819672131148
8., 0.427254098361, 0.0409836065574, 0.143442622951, 0.293032786885, 0.311475409836, 0.16393442623, 0.0389344262295, 0.00819672131148
8.1, 0.421789617486, 0.0430327868852, 0.149590163934, 0.293032786885, 0.313524590164, 0.157786885246, 0.0348360655738, 0.00819672131148
8.2, 0.417008196721, 0.0450819672131, 0.157786885246, 0.282786885246, 0.323770491803, 0.15368852459, 0.0286885245902, 0.00819672131148
8.3, 0.409153005464, 0.0512295081967, 0.159836065574, 0.295081967213, 0.315573770492, 0.141393442623, 0.0286885245902, 0.00819672131148
8.4, 0.404030054645, 0.0532786885246, 0.165983606557, 0.301229508197, 0.303278688525, 0.143442622951, 0.0245901639344, 0.00819672131148
8.5, 0.397540983607, 0.0594262295082, 0.168032786885, 0.299180327869, 0.309426229508, 0.137295081967, 0.0184426229508, 0.00819672131148
8.6, 0.395150273224, 0.0614754098361, 0.168032786885, 0.303278688525, 0.305327868852, 0.135245901639, 0.0204918032787, 0.00614754098361
8.7, 0.391734972678, 0.0614754098361, 0.176229508197, 0.30737704918, 0.293032786885, 0.135245901639, 0.0204918032787, 0.00614754098361
8.8, 0.387978142077, 0.0594262295082, 0.186475409836, 0.311475409836, 0.284836065574, 0.131147540984, 0.0204918032787, 0.00614754098361
8.9, 0.381489071038, 0.0614754098361, 0.188524590164, 0.327868852459, 0.274590163934, 0.120901639344, 0.0225409836066, 0.00409836065574
9., 0.377390710383, 0.0614754098361, 0.202868852459, 0.323770491803, 0.266393442623, 0.116803278689, 0.0245901639344, 0.00409836065574
9.1, 0.372609289617, 0.0635245901639, 0.213114754098, 0.319672131148, 0.262295081967, 0.114754098361, 0.0225409836066, 0.00409836065574
9.2, 0.368510928962, 0.0676229508197, 0.213114754098, 0.321721311475, 0.260245901639, 0.112704918033, 0.0245901639344, 0.
9.3, 0.364071038251, 0.0696721311475, 0.215163934426, 0.334016393443, 0.247950819672, 0.108606557377, 0.0245901639344, 0.
9.4, 0.358948087432, 0.0737704918033, 0.223360655738, 0.331967213115, 0.241803278689, 0.104508196721, 0.0245901639344, 0.
9.5, 0.35143442623, 0.0860655737705, 0.219262295082, 0.342213114754, 0.227459016393, 0.102459016393, 0.0225409836066, 0.
9.6, 0.348360655738, 0.0881147540984, 0.231557377049, 0.327868852459, 0.229508196721, 0.100409836066, 0.0225409836066, 0.
9.7, 0.346653005464, 0.0922131147541, 0.231557377049, 0.327868852459, 0.22131147541, 0.106557377049, 0.0204918032787, 0.
9.8, 0.344262295082, 0.0983606557377, 0.227459016393, 0.329918032787, 0.219262295082, 0.104508196721, 0.0204918032787, 0.
9.9, 0.339822404372, 0.102459016393, 0.239754098361, 0.31762295082, 0.217213114754, 0.102459016393, 0.0204918032787, 0.
10., 0.33606557377, 0.104508196721, 0.247950819672, 0.315573770492, 0.209016393443, 0.104508196721, 0.0184426229508, 0.
10.1, 0.329918032787, 0.104508196721, 0.262295081967, 0.309426229508, 0.215163934426, 0.0901639344262, 0.0184426229508, 0.
10.2, 0.323428961749, 0.110655737705, 0.266393442623, 0.311475409836, 0.21106557377, 0.0840163934426, 0.016393442623, 0.
10.3, 0.321038251366, 0.108606557377, 0.276639344262, 0.30737704918, 0.209016393443, 0.0840163934426, 0.0143442622951, 0.
10.4, 0.315573770492, 0.114754098361, 0.27868852459, 0.303278688525, 0.217213114754, 0.0737704918033, 0.0122950819672, 0.
10.5, 0.312841530055, 0.114754098361, 0.282786885246, 0.311475409836, 0.204918032787, 0.0737704918033, 0.0122950819672, 0.
10.6, 0.306693989071, 0.114754098361, 0.295081967213, 0.313524590164, 0.198770491803, 0.0676229508197, 0.0102459016393, 0.
10.7, 0.301912568306, 0.118852459016, 0.305327868852, 0.30737704918, 0.19262295082, 0.0655737704918, 0.0102459016393, 0.
10.8, 0.296106557377, 0.127049180328, 0.309426229508, 0.305327868852, 0.186475409836, 0.0614754098361, 0.0102459016393, 0.
10.9, 0.292349726776, 0.133196721311, 0.311475409836, 0.299180327869, 0.190573770492, 0.0553278688525, 0.0102459016393, 0.
11., 0.290642076503, 0.135245901639, 0.311475409836, 0.301229508197, 0.188524590164, 0.0532786885246, 0.0102459016393, 0.
11.1, 0.28825136612, 0.135245901639, 0.31762295082, 0.299180327869, 0.188524590164, 0.0491803278689, 0.0102459016393, 0.
11.2, 0.284153005464, 0.137295081967, 0.321721311475, 0.30737704918, 0.176229508197, 0.047131147541, 0.0102459016393, 0.
11.3, 0.279030054645, 0.141393442623, 0.329918032787, 0.303278688525, 0.174180327869, 0.0409836065574, 0.0102459016393, 0.
11.4, 0.275273224044, 0.143442622951, 0.338114754098, 0.295081967213, 0.178278688525, 0.0368852459016, 0.00819672131148, 0.
11.5, 0.272199453552, 0.15368852459, 0.334016393443, 0.28893442623, 0.180327868852, 0.0348360655738, 0.00819672131148, 0.
11.6, 0.270150273224, 0.159836065574, 0.334016393443, 0.280737704918, 0.184426229508, 0.0327868852459, 0.00819672131148, 0.
11.7, 0.265710382514, 0.16393442623, 0.344262295082, 0.272540983607, 0.180327868852, 0.030737704918, 0.00819672131148, 0.
11.8, 0.265368852459, 0.155737704918, 0.356557377049, 0.274590163934, 0.174180327869, 0.030737704918, 0.00819672131148, 0.
11.9, 0.261953551913, 0.159836065574, 0.358606557377, 0.276639344262, 0.168032786885, 0.0286885245902, 0.00819672131148, 0.
12., 0.255464480874, 0.168032786885, 0.364754098361, 0.276639344262, 0.155737704918, 0.0266393442623, 0.00819672131148, 0.
12.1, 0.253415300546, 0.174180327869, 0.364754098361, 0.270491803279, 0.155737704918, 0.0266393442623, 0.00819672131148, 0.
12.2, 0.251024590164, 0.180327868852, 0.364754098361, 0.264344262295, 0.157786885246, 0.0245901639344, 0.00819672131148, 0.
12.3, 0.249658469945, 0.180327868852, 0.366803278689, 0.266393442623, 0.15368852459, 0.0266393442623, 0.00614754098361, 0.
12.4, 0.245901639344, 0.186475409836, 0.368852459016, 0.264344262295, 0.149590163934, 0.0245901639344, 0.00614754098361, 0.
12.5, 0.243510928962, 0.190573770492, 0.366803278689, 0.270491803279, 0.139344262295, 0.0286885245902, 0.00409836065574, 0.
12.6, 0.240778688525, 0.194672131148, 0.366803278689, 0.270491803279, 0.139344262295, 0.0245901639344, 0.00409836065574, 0.
12.7, 0.238046448087, 0.196721311475, 0.375, 0.262295081967, 0.139344262295, 0.0225409836066, 0.00409836065574, 0.
12.8, 0.232240437158, 0.202868852459, 0.377049180328, 0.274590163934, 0.118852459016, 0.0225409836066, 0.00409836065574, 0.
12.9, 0.229849726776, 0.204918032787, 0.385245901639, 0.266393442623, 0.116803278689, 0.0225409836066, 0.00409836065574, 0.
13., 0.226775956284, 0.206967213115, 0.393442622951, 0.262295081967, 0.110655737705, 0.0225409836066, 0.00409836065574, 0.
13.1, 0.224385245902, 0.204918032787, 0.405737704918, 0.252049180328, 0.116803278689, 0.016393442623, 0.00409836065574, 0.
13.2, 0.220969945355, 0.217213114754, 0.399590163934, 0.25, 0.110655737705, 0.0184426229508, 0.00409836065574, 0.
13.3, 0.217554644809, 0.225409836066, 0.393442622951, 0.258196721311, 0.100409836066, 0.0184426229508, 0.00409836065574, 0.
13.4, 0.214139344262, 0.229508196721, 0.397540983607, 0.256147540984, 0.0963114754098, 0.016393442623, 0.00409836065574, 0.
13.5, 0.212773224044, 0.231557377049, 0.399590163934, 0.254098360656, 0.094262295082, 0.016393442623, 0.00409836065574, 0.
13.6, 0.210040983607, 0.237704918033, 0.393442622951, 0.258196721311, 0.094262295082, 0.0143442622951, 0.00204918032787, 0.
13.7, 0.206967213115, 0.247950819672, 0.387295081967, 0.258196721311, 0.0901639344262, 0.0143442622951, 0.00204918032787, 0.
13.8, 0.205259562842, 0.243852459016, 0.399590163934, 0.256147540984, 0.0840163934426, 0.0143442622951, 0.00204918032787, 0.
13.9, 0.203551912568, 0.243852459016, 0.405737704918, 0.254098360656, 0.0799180327869, 0.0143442622951, 0.00204918032787, 0.
14., 0.200478142077, 0.247950819672, 0.409836065574, 0.247950819672, 0.0799180327869, 0.0143442622951, 0., 0.
14.1, 0.199795081967, 0.247950819672, 0.411885245902, 0.25, 0.0737704918033, 0.016393442623, 0., 0.
14.2, 0.196379781421, 0.262295081967, 0.401639344262, 0.247950819672, 0.0717213114754, 0.016393442623, 0., 0.
14.3, 0.195355191257, 0.268442622951, 0.393442622951, 0.252049180328, 0.0696721311475, 0.016393442623, 0., 0.
14.4, 0.195013661202, 0.268442622951, 0.397540983607, 0.245901639344, 0.0717213114754, 0.016393442623, 0., 0.
14.5, 0.195013661202, 0.268442622951, 0.397540983607, 0.245901639344, 0.0717213114754, 0.016393442623, 0., 0.
14.6, 0.195013661202, 0.270491803279, 0.391393442623, 0.25, 0.0737704918033, 0.0143442622951, 0., 0.
14.7, 0.193306010929, 0.274590163934, 0.391393442623, 0.25, 0.0676229508197, 0.016393442623, 0., 0.
14.8, 0.190573770492, 0.276639344262, 0.399590163934, 0.241803278689, 0.0676229508197, 0.0143442622951, 0., 0.
14.9, 0.187158469945, 0.282786885246, 0.397540983607, 0.245901639344, 0.0614754098361, 0.0122950819672, 0., 0.
15., 0.185109289617, 0.284836065574, 0.399590163934, 0.245901639344, 0.0594262295082, 0.0102459016393, 0., 0.
15.1, 0.18237704918, 0.293032786885, 0.399590163934, 0.237704918033, 0.0594262295082, 0.0102459016393, 0., 0.
15.2, 0.179986338798, 0.297131147541, 0.401639344262, 0.235655737705, 0.0553278688525, 0.0102459016393, 0., 0.
15.3, 0.176912568306, 0.30737704918, 0.395491803279, 0.233606557377, 0.0553278688525, 0.00819672131148, 0., 0.
15.4, 0.176229508197, 0.309426229508, 0.395491803279, 0.231557377049, 0.0553278688525, 0.00819672131148, 0., 0.
15.5, 0.174180327869, 0.313524590164, 0.401639344262, 0.219262295082, 0.0573770491803, 0.00819672131148, 0., 0.
15.6, 0.17349726776, 0.315573770492, 0.401639344262, 0.217213114754, 0.0573770491803, 0.00819672131148, 0., 0.
15.7, 0.171789617486, 0.31762295082, 0.407786885246, 0.209016393443, 0.0573770491803, 0.00819672131148, 0., 0.
15.8, 0.170765027322, 0.31762295082, 0.415983606557, 0.198770491803, 0.0594262295082, 0.00819672131148, 0., 0.
15.9, 0.170765027322, 0.315573770492, 0.418032786885, 0.200819672131, 0.0573770491803, 0.00819672131148, 0., 0.
16., 0.16837431694, 0.323770491803, 0.415983606557, 0.19262295082, 0.0614754098361, 0.00614754098361, 0., 0.
16.1, 0.165300546448, 0.327868852459, 0.41393442623, 0.202868852459, 0.0491803278689, 0.00614754098361, 0., 0.
16.2, 0.162909836066, 0.331967213115, 0.418032786885, 0.196721311475, 0.047131147541, 0.00614754098361, 0., 0.
16.3, 0.162568306011, 0.327868852459, 0.428278688525, 0.190573770492, 0.047131147541, 0.00614754098361, 0., 0.
16.4, 0.161202185792, 0.33606557377, 0.415983606557, 0.198770491803, 0.0430327868852, 0.00614754098361, 0., 0.
16.5, 0.157786885246, 0.34631147541, 0.411885245902, 0.194672131148, 0.0430327868852, 0.00409836065574, 0., 0.
16.6, 0.156762295082, 0.348360655738, 0.41393442623, 0.190573770492, 0.0430327868852, 0.00409836065574, 0., 0.
16.7, 0.155054644809, 0.348360655738, 0.420081967213, 0.188524590164, 0.0389344262295, 0.00409836065574, 0., 0.
16.8, 0.15368852459, 0.350409836066, 0.422131147541, 0.186475409836, 0.0368852459016, 0.00409836065574, 0., 0.
16.9, 0.153346994536, 0.352459016393, 0.422131147541, 0.18237704918, 0.0389344262295, 0.00409836065574, 0., 0.
17., 0.152322404372, 0.354508196721, 0.424180327869, 0.178278688525, 0.0389344262295, 0.00409836065574, 0., 0.
17.1, 0.150614754098, 0.356557377049, 0.424180327869, 0.18237704918, 0.0327868852459, 0.00409836065574, 0., 0.
17.2, 0.150956284153, 0.356557377049, 0.424180327869, 0.180327868852, 0.0348360655738, 0.00409836065574, 0., 0.
17.3, 0.148907103825, 0.362704918033, 0.426229508197, 0.170081967213, 0.0368852459016, 0.00409836065574, 0., 0.
17.4, 0.147540983607, 0.364754098361, 0.430327868852, 0.16393442623, 0.0368852459016, 0.00409836065574, 0., 0.
17.5, 0.146516393443, 0.370901639344, 0.424180327869, 0.16393442623, 0.0368852459016, 0.00409836065574, 0., 0.
17.6, 0.145150273224, 0.375, 0.424180327869, 0.159836065574, 0.0368852459016, 0.00409836065574, 0., 0.
17.7, 0.143442622951, 0.379098360656, 0.426229508197, 0.15368852459, 0.0368852459016, 0.00409836065574, 0., 0.
17.8, 0.142076502732, 0.383196721311, 0.426229508197, 0.149590163934, 0.0368852459016, 0.00409836065574, 0., 0.
17.9, 0.140027322404, 0.391393442623, 0.424180327869, 0.141393442623, 0.0389344262295, 0.00409836065574, 0., 0.
18., 0.138661202186, 0.395491803279, 0.424180327869, 0.137295081967, 0.0389344262295, 0.00409836065574, 0., 0.
18.1, 0.136953551913, 0.393442622951, 0.434426229508, 0.133196721311, 0.0348360655738, 0.00409836065574, 0., 0.
18.2, 0.135928961749, 0.395491803279, 0.436475409836, 0.127049180328, 0.0389344262295, 0.00204918032787, 0., 0.
18.3, 0.13456284153, 0.399590163934, 0.436475409836, 0.122950819672, 0.0389344262295, 0.00204918032787, 0., 0.
18.4, 0.134221311475, 0.40368852459, 0.43237704918, 0.120901639344, 0.0409836065574, 0.00204918032787, 0., 0.
18.5, 0.133196721311, 0.405737704918, 0.43237704918, 0.118852459016, 0.0430327868852, 0., 0., 0.
18.6, 0.128756830601, 0.422131147541, 0.420081967213, 0.120901639344, 0.0368852459016, 0., 0., 0.
18.7, 0.127732240437, 0.420081967213, 0.428278688525, 0.116803278689, 0.0348360655738, 0., 0., 0.
18.8, 0.126024590164, 0.418032786885, 0.430327868852, 0.129098360656, 0.0225409836066, 0., 0., 0.
18.9, 0.124316939891, 0.424180327869, 0.428278688525, 0.125, 0.0225409836066, 0., 0., 0.
19., 0.122950819672, 0.426229508197, 0.428278688525, 0.127049180328, 0.0184426229508, 0., 0., 0.
19.1, 0.121584699454, 0.430327868852, 0.426229508197, 0.127049180328, 0.016393442623, 0., 0., 0.
19.2, 0.11987704918, 0.438524590164, 0.420081967213, 0.125, 0.016393442623, 0., 0., 0.
19.3, 0.119535519126, 0.438524590164, 0.424180327869, 0.118852459016, 0.0184426229508, 0., 0., 0.
19.4, 0.119535519126, 0.436475409836, 0.426229508197, 0.120901639344, 0.016393442623, 0., 0., 0.
19.5, 0.118852459016, 0.440573770492, 0.422131147541, 0.120901639344, 0.016393442623, 0., 0., 0.
19.6, 0.117144808743, 0.44262295082, 0.428278688525, 0.112704918033, 0.016393442623, 0., 0., 0.
19.7, 0.11543715847, 0.450819672131, 0.422131147541, 0.110655737705, 0.016393442623, 0., 0., 0.
19.8, 0.114412568306, 0.46106557377, 0.407786885246, 0.114754098361, 0.016393442623, 0., 0., 0.
19.9, 0.112704918033, 0.467213114754, 0.405737704918, 0.110655737705, 0.016393442623, 0., 0., 0.
20., 0.111680327869, 0.473360655738, 0.397540983607, 0.114754098361, 0.0143442622951, 0., 0., 0.
20.1, 0.111680327869, 0.475409836066, 0.393442622951, 0.116803278689, 0.0143442622951, 0., 0., 0.
20.2, 0.110655737705, 0.475409836066, 0.397540983607, 0.114754098361, 0.0122950819672, 0., 0., 0.
20.3, 0.109631147541, 0.481557377049, 0.391393442623, 0.114754098361, 0.0122950819672, 0., 0., 0.
20.4, 0.108265027322, 0.485655737705, 0.391393442623, 0.110655737705, 0.0122950819672, 0., 0., 0.
20.5, 0.106898907104, 0.491803278689, 0.383196721311, 0.116803278689, 0.00819672131148, 0., 0., 0.
20.6, 0.107240437158, 0.491803278689, 0.387295081967, 0.106557377049, 0.0143442622951, 0., 0., 0.
20.7, 0.106557377049, 0.489754098361, 0.393442622951, 0.104508196721, 0.0122950819672, 0., 0., 0.
20.8, 0.105532786885, 0.489754098361, 0.399590163934, 0.0983606557377, 0.0122950819672, 0., 0., 0.
20.9, 0.104508196721, 0.495901639344, 0.393442622951, 0.0983606557377, 0.0122950819672, 0., 0., 0.
21., 0.104508196721, 0.495901639344, 0.391393442623, 0.102459016393, 0.0102459016393, 0., 0., 0.
21.1, 0.104166666667, 0.497950819672, 0.391393442623, 0.0983606557377, 0.0122950819672, 0., 0., 0.
21.2, 0.103483606557, 0.497950819672, 0.395491803279, 0.094262295082, 0.0122950819672, 0., 0., 0.
21.3, 0.102459016393, 0.502049180328, 0.393442622951, 0.0922131147541, 0.0122950819672, 0., 0., 0.
21.4, 0.103142076503, 0.497950819672, 0.397540983607, 0.0922131147541, 0.0122950819672, 0., 0., 0.
21.5, 0.102800546448, 0.497950819672, 0.397540983607, 0.094262295082, 0.0102459016393, 0., 0., 0.
21.6, 0.10143442623, 0.504098360656, 0.393442622951, 0.0922131147541, 0.0102459016393, 0., 0., 0.
