"[T]", "'<p>'", "(p0 / |KaiC()|)", "(p1 / |KaiC()|)", "(p2 / |KaiC()|)", "(p3 / |KaiC()|)", "(p4 / |KaiC()|)", "(p5 / |KaiC()|)", "(p6 / |KaiC()|)"
39.2, 0.248633879781, 0.184426229508, 0.350409836066, 0.28893442623, 0.145491803279, 0.0266393442623, 0.00409836065574, 0.
39.3, 0.248975409836, 0.180327868852, 0.350409836066, 0.297131147541, 0.143442622951, 0.0245901639344, 0.00409836065574, 0.
39.4, 0.246584699454, 0.180327868852, 0.358606557377, 0.293032786885, 0.141393442623, 0.0225409836066, 0.00409836065574, 0.
39.5, 0.242827868852, 0.184426229508, 0.364754098361, 0.290983606557, 0.133196721311, 0.0225409836066, 0.00409836065574, 0.
39.6, 0.239412568306, 0.184426229508, 0.383196721311, 0.274590163934, 0.131147540984, 0.0225409836066, 0.00409836065574, 0.
39.7, 0.237363387978, 0.186475409836, 0.381147540984, 0.282786885246, 0.122950819672, 0.0245901639344, 0.00204918032787, 0.
39.8, 0.236338797814, 0.188524590164, 0.372950819672, 0.297131147541, 0.116803278689, 0.0225409836066, 0.00204918032787, 0.
39.9, 0.23531420765, 0.190573770492, 0.372950819672, 0.297131147541, 0.114754098361, 0.0225409836066, 0.00204918032787, 0.
40., 0.233948087432, 0.196721311475, 0.372950819672, 0.28893442623, 0.114754098361, 0.0245901639344, 0.00204918032787, 0.
40.1, 0.231898907104, 0.200819672131, 0.375, 0.284836065574, 0.112704918033, 0.0245901639344, 0.00204918032787, 0.
40.2, 0.229849726776, 0.204918032787, 0.377049180328, 0.280737704918, 0.110655737705, 0.0245901639344, 0.00204918032787, 0.
40.3, 0.227459016393, 0.21106557377, 0.377049180328, 0.276639344262, 0.108606557377, 0.0245901639344, 0.00204918032787, 0.
40.4, 0.227459016393, 0.209016393443, 0.385245901639, 0.268442622951, 0.108606557377, 0.0266393442623, 0.00204918032787, 0.
40.5, 0.22643442623, 0.21106557377, 0.385245901639, 0.264344262295, 0.114754098361, 0.0225409836066, 0.00204918032787, 0.
40.6, 0.224726775956, 0.209016393443, 0.395491803279, 0.260245901639, 0.110655737705, 0.0225409836066, 0.00204918032787, 0.
40.7, 0.220969945355, 0.223360655738, 0.383196721311, 0.260245901639, 0.112704918033, 0.0184426229508, 0.00204918032787, 0.
40.8, 0.219603825137, 0.225409836066, 0.389344262295, 0.252049180328, 0.110655737705, 0.0204918032787, 0.00204918032787, 0.
40.9, 0.219262295082, 0.22131147541, 0.399590163934, 0.243852459016, 0.114754098361, 0.0184426229508, 0.00204918032787, 0.
41., 0.217554644809, 0.225409836066, 0.397540983607, 0.245901639344, 0.110655737705, 0.0184426229508, 0.00204918032787, 0.
41.1, 0.216871584699, 0.22131147541, 0.40368852459, 0.25, 0.104508196721, 0.0184426229508, 0.00204918032787, 0.
41.2, 0.215505464481, 0.219262295082, 0.41393442623, 0.243852459016, 0.102459016393, 0.0184426229508, 0.00204918032787, 0.
41.3, 0.213456284153, 0.227459016393, 0.40368852459, 0.247950819672, 0.102459016393, 0.0184426229508, 0., 0.
41.4, 0.215163934426, 0.22131147541, 0.407786885246, 0.247950819672, 0.104508196721, 0.0184426229508, 0., 0.
41.5, 0.214822404372, 0.22131147541, 0.407786885246, 0.25, 0.102459016393, 0.0184426229508, 0., 0.
41.6, 0.214139344262, 0.217213114754, 0.422131147541, 0.237704918033, 0.104508196721, 0.0184426229508, 0., 0.
41.7, 0.214139344262, 0.206967213115, 0.436475409836, 0.237704918033, 0.102459016393, 0.016393442623, 0., 0.
41.8, 0.214480874317, 0.206967213115, 0.430327868852, 0.247950819672, 0.0983606557377, 0.016393442623, 0., 0.
41.9, 0.214139344262, 0.196721311475, 0.444672131148, 0.25, 0.094262295082, 0.0143442622951, 0., 0.
42., 0.214480874317, 0.194672131148, 0.448770491803, 0.247950819672, 0.0922131147541, 0.016393442623, 0., 0.
42.1, 0.216871584699, 0.190573770492, 0.44262295082, 0.258196721311, 0.0922131147541, 0.016393442623, 0., 0.
42.2, 0.217554644809, 0.186475409836, 0.44262295082, 0.266393442623, 0.0881147540984, 0.016393442623, 0., 0.
42.3, 0.220286885246, 0.174180327869, 0.452868852459, 0.266393442623, 0.0901639344262, 0.016393442623, 0., 0.
42.4, 0.218920765027, 0.165983606557, 0.469262295082, 0.262295081967, 0.0901639344262, 0.0122950819672, 0., 0.
42.5, 0.222677595628, 0.159836065574, 0.454918032787, 0.286885245902, 0.0860655737705, 0.0122950819672, 0., 0.
42.6, 0.224385245902, 0.155737704918, 0.450819672131, 0.299180327869, 0.0799180327869, 0.0143442622951, 0., 0.
42.7, 0.231557377049, 0.129098360656, 0.463114754098, 0.309426229508, 0.0860655737705, 0.0122950819672, 0., 0.
42.8, 0.233606557377, 0.125, 0.465163934426, 0.30737704918, 0.0881147540984, 0.0143442622951, 0., 0.
42.9, 0.23599726776, 0.116803278689, 0.469262295082, 0.30737704918, 0.094262295082, 0.0122950819672, 0., 0.
43., 0.239754098361, 0.110655737705, 0.463114754098, 0.315573770492, 0.0983606557377, 0.0122950819672, 0., 0.
43.1, 0.24487704918, 0.094262295082, 0.469262295082, 0.319672131148, 0.106557377049, 0.0102459016393, 0., 0.
43.2, 0.248975409836, 0.094262295082, 0.454918032787, 0.327868852459, 0.110655737705, 0.0102459016393, 0.00204918032787, 0.
43.3, 0.253756830601, 0.0840163934426, 0.44262295082, 0.352459016393, 0.110655737705, 0.00819672131148, 0.00204918032787, 0.
43.4, 0.257172131148, 0.0737704918033, 0.434426229508, 0.379098360656, 0.102459016393, 0.00819672131148, 0.00204918032787, 0.
43.5, 0.261612021858, 0.0696721311475, 0.426229508197, 0.381147540984, 0.112704918033, 0.00819672131148, 0.00204918032787, 0.
43.6, 0.267759562842, 0.0676229508197, 0.415983606557, 0.370901639344, 0.135245901639, 0.00819672131148, 0.00204918032787, 0.
43.7, 0.273224043716, 0.0635245901639, 0.397540983607, 0.389344262295, 0.137295081967, 0.0102459016393, 0.00204918032787, 0.
43.8, 0.277322404372, 0.0573770491803, 0.391393442623, 0.397540983607, 0.139344262295, 0.0122950819672, 0.00204918032787, 0.
43.9, 0.282445355191, 0.0594262295082, 0.375, 0.395491803279, 0.15368852459, 0.0143442622951, 0.00204918032787, 0.
44., 0.292349726776, 0.0532786885246, 0.344262295082, 0.418032786885, 0.165983606557, 0.016393442623, 0.00204918032787, 0.
44.1, 0.304303278689, 0.0450819672131, 0.321721311475, 0.420081967213, 0.190573770492, 0.0204918032787, 0.00204918032787, 0.
44.2, 0.310109289617, 0.0348360655738, 0.31762295082, 0.424180327869, 0.200819672131, 0.0204918032787, 0.00204918032787, 0.
44.3, 0.321038251366, 0.0327868852459, 0.274590163934, 0.450819672131, 0.219262295082, 0.0204918032787, 0.00204918032787, 0.
44.4, 0.327527322404, 0.030737704918, 0.266393442623, 0.44262295082, 0.229508196721, 0.0286885245902, 0.00204918032787, 0.
44.5, 0.33674863388, 0.0225409836066, 0.233606557377, 0.477459016393, 0.235655737705, 0.0286885245902, 0.00204918032787, 0.
44.6, 0.342896174863, 0.0184426229508, 0.227459016393, 0.467213114754, 0.254098360656, 0.030737704918, 0.00204918032787, 0.
44.7, 0.350068306011, 0.0184426229508, 0.21106557377, 0.465163934426, 0.264344262295, 0.0389344262295, 0.00204918032787, 0.
44.8, 0.357240437158, 0.0184426229508, 0.204918032787, 0.438524590164, 0.293032786885, 0.0430327868852, 0.00204918032787, 0.
44.9, 0.357581967213, 0.0225409836066, 0.19262295082, 0.446721311475, 0.295081967213, 0.0409836065574, 0.00204918032787, 0.
45., 0.361680327869, 0.0266393442623, 0.18237704918, 0.430327868852, 0.31762295082, 0.0409836065574, 0.00204918032787, 0.
45.1, 0.374316939891, 0.0266393442623, 0.157786885246, 0.420081967213, 0.33606557377, 0.0573770491803, 0.00204918032787, 0.
45.2, 0.386270491803, 0.016393442623, 0.165983606557, 0.368852459016, 0.385245901639, 0.0594262295082, 0.00409836065574, 0.
45.3, 0.400273224044, 0.016393442623, 0.147540983607, 0.33606557377, 0.426229508197, 0.0655737704918, 0.00819672131148, 0.
45.4, 0.415642076503, 0.00614754098361, 0.149590163934, 0.293032786885, 0.456967213115, 0.0840163934426, 0.0102459016393, 0.
45.5, 0.430669398907, 0.00409836065574, 0.139344262295, 0.260245901639, 0.47131147541, 0.114754098361, 0.0102459016393, 0.
45.6, 0.446038251366, 0.00614754098361, 0.120901639344, 0.243852459016, 0.467213114754, 0.143442622951, 0.0184426229508, 0.
45.7, 0.457650273224, 0.00819672131148, 0.108606557377, 0.227459016393, 0.459016393443, 0.178278688525, 0.0184426229508, 0.
45.8, 0.470286885246, 0.00614754098361, 0.102459016393, 0.194672131148, 0.473360655738, 0.206967213115, 0.016393442623, 0.
45.9, 0.484631147541, 0.00204918032787, 0.0983606557377, 0.170081967213, 0.467213114754, 0.243852459016, 0.0184426229508, 0.
46., 0.500341530055, 0.00204918032787, 0.0860655737705, 0.161885245902, 0.43237704918, 0.293032786885, 0.0245901639344, 0.
46.1, 0.514344262295, 0.00204918032787, 0.0840163934426, 0.125, 0.430327868852, 0.331967213115, 0.0266393442623, 0.
46.2, 0.521174863388, 0.00614754098361, 0.077868852459, 0.110655737705, 0.428278688525, 0.342213114754, 0.0348360655738, 0.
46.3, 0.530737704918, 0.00819672131148, 0.0799180327869, 0.0983606557377, 0.397540983607, 0.364754098361, 0.0512295081967, 0.
46.4, 0.543032786885, 0.00409836065574, 0.077868852459, 0.102459016393, 0.350409836066, 0.401639344262, 0.0635245901639, 0.
46.5, 0.553961748634, 0.00204918032787, 0.0737704918033, 0.0983606557377, 0.325819672131, 0.426229508197, 0.0717213114754, 0.00204918032787
46.6, 0.564890710383, 0.00204918032787, 0.0635245901639, 0.100409836066, 0.311475409836, 0.424180327869, 0.0963114754098, 0.00204918032787
46.7, 0.573770491803, 0.00204918032787, 0.0635245901639, 0.0819672131148, 0.297131147541, 0.454918032787, 0.0983606557377, 0.00204918032787
46.8, 0.584016393443, 0.00204918032787, 0.0635245901639, 0.0717213114754, 0.276639344262, 0.465163934426, 0.118852459016, 0.00204918032787
46.9, 0.591871584699, 0.00204918032787, 0.0635245901639, 0.0676229508197, 0.268442622951, 0.450819672131, 0.141393442623, 0.00614754098361
47., 0.594945355191, 0.00409836065574, 0.0614754098361, 0.0676229508197, 0.266393442623, 0.436475409836, 0.155737704918, 0.00819672131148
47.1, 0.600409836066, 0.00204918032787, 0.0635245901639, 0.0696721311475, 0.241803278689, 0.448770491803, 0.165983606557, 0.00819672131148
47.2, 0.606215846995, 0.00204918032787, 0.0655737704918, 0.0573770491803, 0.241803278689, 0.448770491803, 0.170081967213, 0.0143442622951
47.3, 0.615095628415, 0.00409836065574, 0.0614754098361, 0.0491803278689, 0.233606557377, 0.446721311475, 0.186475409836, 0.0184426229508
47.4, 0.617486338798, 0.00409836065574, 0.0614754098361, 0.0491803278689, 0.225409836066, 0.448770491803, 0.19262295082, 0.0184426229508
47.5, 0.61543715847, 0.00409836065574, 0.0635245901639, 0.047131147541, 0.229508196721, 0.450819672131, 0.186475409836, 0.0184426229508
47.6, 0.622950819672, 0., 0.0655737704918, 0.0512295081967, 0.19262295082, 0.481557377049, 0.188524590164, 0.0204918032787
47.7, 0.627732240437, 0.00204918032787, 0.0635245901639, 0.0532786885246, 0.178278688525, 0.473360655738, 0.209016393443, 0.0204918032787
47.8, 0.628415300546, 0.00409836065574, 0.0635245901639, 0.047131147541, 0.18237704918, 0.469262295082, 0.213114754098, 0.0204918032787
47.9, 0.633196721311, 0.00409836065574, 0.0635245901639, 0.0491803278689, 0.168032786885, 0.467213114754, 0.223360655738, 0.0245901639344
48., 0.640368852459, 0.00204918032787, 0.0614754098361, 0.0512295081967, 0.151639344262, 0.473360655738, 0.231557377049, 0.0286885245902
48.1, 0.647540983607, 0.00204918032787, 0.0614754098361, 0.0532786885246, 0.137295081967, 0.454918032787, 0.260245901639, 0.030737704918
48.2, 0.647540983607, 0., 0.0614754098361, 0.047131147541, 0.159836065574, 0.43237704918, 0.274590163934, 0.0245901639344
48.3, 0.652663934426, 0., 0.0614754098361, 0.047131147541, 0.145491803279, 0.430327868852, 0.290983606557, 0.0245901639344
48.4, 0.650614754098, 0., 0.0594262295082, 0.0532786885246, 0.147540983607, 0.428278688525, 0.286885245902, 0.0245901639344
48.5, 0.648224043716, 0., 0.0614754098361, 0.0512295081967, 0.151639344262, 0.43237704918, 0.27868852459, 0.0245901639344
48.6, 0.647882513661, 0.00204918032787, 0.0614754098361, 0.0450819672131, 0.161885245902, 0.424180327869, 0.27868852459, 0.0266393442623
48.7, 0.646516393443, 0.00409836065574, 0.0594262295082, 0.0512295081967, 0.161885245902, 0.407786885246, 0.293032786885, 0.0225409836066
48.8, 0.647199453552, 0.00409836065574, 0.0594262295082, 0.0512295081967, 0.161885245902, 0.407786885246, 0.28893442623, 0.0266393442623
48.9, 0.642759562842, 0.00204918032787, 0.0635245901639, 0.0450819672131, 0.19262295082, 0.385245901639, 0.284836065574, 0.0266393442623
49., 0.645150273224, 0., 0.0614754098361, 0.0553278688525, 0.172131147541, 0.399590163934, 0.284836065574, 0.0266393442623
49.1, 0.641051912568, 0., 0.0635245901639, 0.0553278688525, 0.178278688525, 0.405737704918, 0.268442622951, 0.0286885245902
49.2, 0.635928961749, 0., 0.0635245901639, 0.0594262295082, 0.188524590164, 0.405737704918, 0.252049180328, 0.030737704918
49.3, 0.628073770492, 0.00204918032787, 0.0614754098361, 0.0655737704918, 0.202868852459, 0.399590163934, 0.241803278689, 0.0266393442623
49.4, 0.621243169399, 0.00204918032787, 0.0655737704918, 0.0717213114754, 0.200819672131, 0.405737704918, 0.231557377049, 0.0225409836066
49.5, 0.61543715847, 0.00204918032787, 0.0676229508197, 0.0758196721311, 0.215163934426, 0.391393442623, 0.225409836066, 0.0225409836066
49.6, 0.606557377049, 0.00204918032787, 0.0696721311475, 0.0799180327869, 0.229508196721, 0.393442622951, 0.204918032787, 0.0204918032787
49.7, 0.599043715847, 0.00614754098361, 0.0655737704918, 0.0983606557377, 0.227459016393, 0.383196721311, 0.198770491803, 0.0204918032787
49.8, 0.589139344262, 0.00614754098361, 0.0737704918033, 0.104508196721, 0.239754098361, 0.368852459016, 0.184426229508, 0.0225409836066
49.9, 0.581284153005, 0.00614754098361, 0.077868852459, 0.106557377049, 0.256147540984, 0.360655737705, 0.170081967213, 0.0225409836066
50., 0.573770491803, 0.00819672131148, 0.0840163934426, 0.100409836066, 0.270491803279, 0.358606557377, 0.157786885246, 0.0204918032787
50.1, 0.563866120219, 0.00819672131148, 0.0881147540984, 0.112704918033, 0.272540983607, 0.354508196721, 0.149590163934, 0.0143442622951
50.2, 0.55806010929, 0.0102459016393, 0.0881147540984, 0.114754098361, 0.284836065574, 0.34631147541, 0.143442622951, 0.0122950819672
50.3, 0.548155737705, 0.0122950819672, 0.0860655737705, 0.139344262295, 0.27868852459, 0.342213114754, 0.129098360656, 0.0122950819672
50.4, 0.540300546448, 0.0143442622951, 0.0901639344262, 0.147540983607, 0.27868852459, 0.338114754098, 0.118852459016, 0.0122950819672
50.5, 0.534836065574, 0.0143442622951, 0.0963114754098, 0.147540983607, 0.286885245902, 0.329918032787, 0.112704918033, 0.0122950819672
50.6, 0.525956284153, 0.0143442622951, 0.0983606557377, 0.165983606557, 0.290983606557, 0.309426229508, 0.110655737705, 0.0102459016393
50.7, 0.521516393443, 0.0143442622951, 0.100409836066, 0.176229508197, 0.286885245902, 0.305327868852, 0.106557377049, 0.0102459016393
50.8, 0.511953551913, 0.0143442622951, 0.108606557377, 0.186475409836, 0.290983606557, 0.290983606557, 0.0983606557377, 0.0102459016393
50.9, 0.505464480874, 0.0143442622951, 0.116803278689, 0.186475409836, 0.299180327869, 0.280737704918, 0.0922131147541, 0.0102459016393
51., 0.497609289617, 0.016393442623, 0.122950819672, 0.190573770492, 0.305327868852, 0.268442622951, 0.0860655737705, 0.0102459016393
51.1, 0.487363387978, 0.016393442623, 0.129098360656, 0.204918032787, 0.301229508197, 0.268442622951, 0.0717213114754, 0.00819672131148
51.2, 0.479849726776, 0.0225409836066, 0.127049180328, 0.213114754098, 0.303278688525, 0.262295081967, 0.0635245901639, 0.00819672131148
51.3, 0.474043715847, 0.0204918032787, 0.141393442623, 0.206967213115, 0.30737704918, 0.260245901639, 0.0553278688525, 0.00819672131148
51.4, 0.465505464481, 0.0204918032787, 0.155737704918, 0.200819672131, 0.319672131148, 0.247950819672, 0.047131147541, 0.00819672131148
51.5, 0.462090163934, 0.0204918032787, 0.159836065574, 0.202868852459, 0.319672131148, 0.243852459016, 0.047131147541, 0.00614754098361
51.6, 0.454918032787, 0.0204918032787, 0.16393442623, 0.219262295082, 0.315573770492, 0.227459016393, 0.0491803278689, 0.00409836065574
51.7, 0.448087431694, 0.0204918032787, 0.174180327869, 0.219262295082, 0.325819672131, 0.204918032787, 0.0532786885246, 0.00204918032787
51.8, 0.441598360656, 0.0204918032787, 0.184426229508, 0.225409836066, 0.319672131148, 0.196721311475, 0.0512295081967, 0.00204918032787
51.9, 0.435792349727, 0.0245901639344, 0.186475409836, 0.223360655738, 0.331967213115, 0.18237704918, 0.0512295081967, 0.
52., 0.428620218579, 0.0245901639344, 0.202868852459, 0.22131147541, 0.325819672131, 0.178278688525, 0.047131147541, 0.
52.1, 0.42349726776, 0.0286885245902, 0.196721311475, 0.243852459016, 0.309426229508, 0.178278688525, 0.0430327868852, 0.
52.2, 0.418032786885, 0.0368852459016, 0.196721311475, 0.247950819672, 0.299180327869, 0.178278688525, 0.0409836065574, 0.
52.3, 0.410860655738, 0.0409836065574, 0.198770491803, 0.262295081967, 0.28893442623, 0.170081967213, 0.0389344262295, 0.
52.4, 0.406079234973, 0.0409836065574, 0.204918032787, 0.268442622951, 0.280737704918, 0.172131147541, 0.0327868852459, 0.
52.5, 0.398224043716, 0.0409836065574, 0.215163934426, 0.284836065574, 0.262295081967, 0.165983606557, 0.030737704918, 0.
52.6, 0.392418032787, 0.0450819672131, 0.217213114754, 0.28893442623, 0.262295081967, 0.159836065574, 0.0266393442623, 0.
52.7, 0.386953551913, 0.0512295081967, 0.217213114754, 0.290983606557, 0.264344262295, 0.151639344262, 0.0245901639344, 0.
52.8, 0.379098360656, 0.0553278688525, 0.229508196721, 0.293032786885, 0.254098360656, 0.143442622951, 0.0245901639344, 0.
52.9, 0.369535519126, 0.0594262295082, 0.233606557377, 0.309426229508, 0.245901639344, 0.131147540984, 0.0204918032787, 0.
53., 0.365095628415, 0.0594262295082, 0.239754098361, 0.319672131148, 0.233606557377, 0.127049180328, 0.0204918032787, 0.
53.1, 0.362704918033, 0.0594262295082, 0.243852459016, 0.319672131148, 0.235655737705, 0.120901639344, 0.0204918032787, 0.
53.2, 0.358948087432, 0.0635245901639, 0.245901639344, 0.319672131148, 0.235655737705, 0.114754098361, 0.0204918032787, 0.
53.3, 0.357240437158, 0.0635245901639, 0.25, 0.31762295082, 0.237704918033, 0.110655737705, 0.0204918032787, 0.
53.4, 0.353142076503, 0.0655737704918, 0.258196721311, 0.31762295082, 0.229508196721, 0.108606557377, 0.0204918032787, 0.
53.5, 0.347677595628, 0.0696721311475, 0.262295081967, 0.319672131148, 0.229508196721, 0.0983606557377, 0.0204918032787, 0.
53.6, 0.345286885246, 0.0737704918033, 0.256147540984, 0.327868852459, 0.227459016393, 0.0963114754098, 0.0184426229508, 0.
53.7, 0.339139344262, 0.0758196721311, 0.264344262295, 0.334016393443, 0.219262295082, 0.0881147540984, 0.0184426229508, 0.
53.8, 0.335040983607, 0.077868852459, 0.274590163934, 0.327868852459, 0.217213114754, 0.0840163934426, 0.0184426229508, 0.
53.9, 0.329234972678, 0.0819672131148, 0.284836065574, 0.323770491803, 0.213114754098, 0.077868852459, 0.0184426229508, 0.
54., 0.325478142077, 0.0881147540984, 0.282786885246, 0.329918032787, 0.204918032787, 0.0758196721311, 0.0184426229508, 0.
54.1, 0.321721311475, 0.094262295082, 0.28893442623, 0.319672131148, 0.202868852459, 0.077868852459, 0.016393442623, 0.
54.2, 0.318989071038, 0.0963114754098, 0.290983606557, 0.321721311475, 0.200819672131, 0.0737704918033, 0.016393442623, 0.
54.3, 0.316256830601, 0.0983606557377, 0.299180327869, 0.315573770492, 0.194672131148, 0.077868852459, 0.0143442622951, 0.
54.4, 0.311133879781, 0.106557377049, 0.297131147541, 0.31762295082, 0.190573770492, 0.077868852459, 0.0102459016393, 0.
54.5, 0.309084699454, 0.114754098361, 0.284836065574, 0.325819672131, 0.188524590164, 0.077868852459, 0.00819672131148, 0.
54.6, 0.304303278689, 0.122950819672, 0.280737704918, 0.331967213115, 0.184426229508, 0.0717213114754, 0.00819672131148, 0.
54.7, 0.299180327869, 0.129098360656, 0.286885245902, 0.327868852459, 0.178278688525, 0.0717213114754, 0.00614754098361, 0.
54.8, 0.294057377049, 0.141393442623, 0.284836065574, 0.323770491803, 0.174180327869, 0.0696721311475, 0.00614754098361, 0.
54.9, 0.288592896175, 0.149590163934, 0.284836065574, 0.325819672131, 0.170081967213, 0.0635245901639, 0.00614754098361, 0.
55., 0.285860655738, 0.151639344262, 0.290983606557, 0.319672131148, 0.172131147541, 0.0594262295082, 0.00614754098361, 0.
55.1, 0.281762295082, 0.145491803279, 0.31762295082, 0.305327868852, 0.168032786885, 0.0594262295082, 0.00409836065574, 0.
55.2, 0.275614754098, 0.147540983607, 0.323770491803, 0.315573770492, 0.157786885246, 0.0512295081967, 0.00409836065574, 0.
55.3, 0.273907103825, 0.149590163934, 0.327868852459, 0.30737704918, 0.161885245902, 0.0512295081967, 0.00204918032787, 0.
55.4, 0.271857923497, 0.15368852459, 0.323770491803, 0.30737704918, 0.170081967213, 0.0430327868852, 0.00204918032787, 0.
55.5, 0.266393442623, 0.157786885246, 0.323770491803, 0.315573770492, 0.170081967213, 0.030737704918, 0.00204918032787, 0.
55.6, 0.261612021858, 0.16393442623, 0.334016393443, 0.305327868852, 0.16393442623, 0.030737704918, 0.00204918032787, 0.
55.7, 0.254781420765, 0.172131147541, 0.342213114754, 0.299180327869, 0.159836065574, 0.0245901639344, 0.00204918032787, 0.
55.8, 0.25, 0.18237704918, 0.340163934426, 0.301229508197, 0.149590163934, 0.0245901639344, 0.00204918032787, 0.
55.9, 0.246926229508, 0.188524590164, 0.34631147541, 0.28893442623, 0.149590163934, 0.0245901639344, 0.00204918032787, 0.
56., 0.243852459016, 0.198770491803, 0.340163934426, 0.286885245902, 0.149590163934, 0.0225409836066, 0.00204918032787, 0.
56.1, 0.240778688525, 0.200819672131, 0.348360655738, 0.27868852459, 0.149590163934, 0.0225409836066, 0., 0.
56.2, 0.237704918033, 0.206967213115, 0.34631147541, 0.280737704918, 0.145491803279, 0.0204918032787, 0., 0.
56.3, 0.234972677596, 0.215163934426, 0.342213114754, 0.280737704918, 0.141393442623, 0.0204918032787, 0., 0.
56.4, 0.232240437158, 0.217213114754, 0.34631147541, 0.280737704918, 0.137295081967, 0.0184426229508, 0., 0.
56.5, 0.229849726776, 0.215163934426, 0.350409836066, 0.290983606557, 0.127049180328, 0.016393442623, 0., 0.
56.6, 0.224726775956, 0.231557377049, 0.344262295082, 0.284836065574, 0.122950819672, 0.016393442623, 0., 0.
56.7, 0.222336065574, 0.233606557377, 0.34631147541, 0.286885245902, 0.118852459016, 0.0143442622951, 0., 0.
56.8, 0.220286885246, 0.237704918033, 0.344262295082, 0.28893442623, 0.116803278689, 0.0122950819672, 0., 0.
56.9, 0.217896174863, 0.243852459016, 0.340163934426, 0.290983606557, 0.114754098361, 0.0102459016393, 0., 0.
57., 0.217554644809, 0.241803278689, 0.350409836066, 0.27868852459, 0.118852459016, 0.0102459016393, 0., 0.
57.1, 0.214822404372, 0.247950819672, 0.354508196721, 0.268442622951, 0.118852459016, 0.0102459016393, 0., 0.
57.2, 0.213114754098, 0.247950819672, 0.360655737705, 0.266393442623, 0.114754098361, 0.0102459016393, 0., 0.
57.3, 0.209357923497, 0.252049180328, 0.370901639344, 0.256147540984, 0.110655737705, 0.0102459016393, 0., 0.
57.4, 0.204918032787, 0.258196721311, 0.379098360656, 0.247950819672, 0.104508196721, 0.0102459016393, 0., 0.
57.5, 0.203551912568, 0.262295081967, 0.381147540984, 0.237704918033, 0.110655737705, 0.00819672131148, 0., 0.
57.6, 0.199453551913, 0.268442622951, 0.381147540984, 0.241803278689, 0.102459016393, 0.00614754098361, 0., 0.
57.7, 0.196379781421, 0.272540983607, 0.381147540984, 0.247950819672, 0.0922131147541, 0.00614754098361, 0., 0.
57.8, 0.194330601093, 0.27868852459, 0.375, 0.254098360656, 0.0860655737705, 0.00614754098361, 0., 0.
57.9, 0.192964480874, 0.280737704918, 0.377049180328, 0.252049180328, 0.0840163934426, 0.00614754098361, 0., 0.
58., 0.19193989071, 0.282786885246, 0.383196721311, 0.239754098361, 0.0881147540984, 0.00614754098361, 0., 0.
58.1, 0.189890710383, 0.286885245902, 0.383196721311, 0.239754098361, 0.0840163934426, 0.00614754098361, 0., 0.
58.2, 0.1875, 0.28893442623, 0.387295081967, 0.239754098361, 0.077868852459, 0.00614754098361, 0., 0.
58.3, 0.186475409836, 0.28893442623, 0.393442622951, 0.233606557377, 0.077868852459, 0.00614754098361, 0., 0.
58.4, 0.185450819672, 0.293032786885, 0.391393442623, 0.231557377049, 0.077868852459, 0.00614754098361, 0., 0.
58.5, 0.184084699454, 0.295081967213, 0.395491803279, 0.225409836066, 0.077868852459, 0.00614754098361, 0., 0.
58.6, 0.183401639344, 0.295081967213, 0.397540983607, 0.223360655738, 0.0799180327869, 0.00409836065574, 0., 0.
58.7, 0.182718579235, 0.301229508197, 0.393442622951, 0.217213114754, 0.0840163934426, 0.00409836065574, 0., 0.
58.8, 0.181693989071, 0.303278688525, 0.393442622951, 0.217213114754, 0.0819672131148, 0.00409836065574, 0., 0.
58.9, 0.178278688525, 0.309426229508, 0.391393442623, 0.223360655738, 0.0717213114754, 0.00409836065574, 0., 0.
59., 0.177595628415, 0.309426229508, 0.393442622951, 0.22131147541, 0.0737704918033, 0.00204918032787, 0., 0.
59.1, 0.175887978142, 0.311475409836, 0.397540983607, 0.217213114754, 0.0717213114754, 0.00204918032787, 0., 0.
59.2, 0.173838797814, 0.321721311475, 0.387295081967, 0.219262295082, 0.0696721311475, 0.00204918032787, 0., 0.
59.3, 0.173838797814, 0.319672131148, 0.391393442623, 0.217213114754, 0.0696721311475, 0.00204918032787, 0., 0.
59.4, 0.171448087432, 0.325819672131, 0.395491803279, 0.206967213115, 0.0676229508197, 0.00409836065574, 0., 0.
59.5, 0.170081967213, 0.325819672131, 0.401639344262, 0.202868852459, 0.0655737704918, 0.00409836065574, 0., 0.
59.6, 0.16837431694, 0.327868852459, 0.401639344262, 0.206967213115, 0.0594262295082, 0.00409836065574, 0., 0.
59.7, 0.167008196721, 0.325819672131, 0.409836065574, 0.202868852459, 0.0594262295082, 0.00204918032787, 0., 0.
59.8, 0.165642076503, 0.325819672131, 0.418032786885, 0.196721311475, 0.0553278688525, 0.00409836065574, 0., 0.
59.9, 0.167349726776, 0.313524590164, 0.430327868852, 0.198770491803, 0.0532786885246, 0.00409836065574, 0., 0.
60., 0.166325136612, 0.319672131148, 0.422131147541, 0.202868852459, 0.0512295081967, 0.00409836065574, 0., 0.
60.1, 0.162226775956, 0.329918032787, 0.422131147541, 0.194672131148, 0.0512295081967, 0.00204918032787, 0., 0.
60.2, 0.16325136612, 0.319672131148, 0.43237704918, 0.196721311475, 0.0512295081967, 0., 0., 0.
60.3, 0.164617486339, 0.30737704918, 0.448770491803, 0.194672131148, 0.047131147541, 0.00204918032787, 0., 0.
